Date of Complaint,Centralised ID,Unique ID,Customer Raised Issue,Complaint Raised By,Complaint Raised Name,Contact Number,Complaint Raised Through,Service Engineer Name,Device Model,Device PSN,VIN Number,Firmware,Configuration,Device IMEI,Device ICCID,Date of Sale of Device,Telco Status,Active Profile,Vehicle Sale Date,S Trigger Date,C Trigger Date,Commercial Expiry Date,First Communication in Darby,Last Communication in Darby,Vehicle Type,Vehicle Running Location,Vehicle Run,Kilometers/Hours,Main Battery Voltage,Vehicle Support Date,Issue Identified,External Modification,Issue Analysis,Resolved or Not,Issue Description,Engineer Recommendation,Engineer Email,Manager Remarks,Manager Email,Manager Approval Datetime,HOD Remarks,HOD Approval Status,HOD Approval Datetime,Device to be Sent,Upload File,Unique ID
2025-03-23 12:35:00,DTIL25030014,S25030016,Samuya,Dealer,Samuya,0939054079,I-Alert,Siva,DL545,2407047122,43234ewfr33432,M153,Operational Mode,234564321456432,89911643124482219,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,FDDGS,--,67,24.0,N/A,--,,--,No,fg,Repair,sales@danlawtech.com,fg,upendram@danlawtech.com,2025-03-18 12:36:19,,Approved,2025-03-18 12:36:38,Hyderabad,N/A,S25030016
2025-03-14 12:52:00,DTIL25030015,S25030017,Samuya,Customer,Samuya,0939054079,I-Alert,Siva,DL548,2407047122,MB1PAECD5RAGS5259,M153,Operational Mode,234564321456432,89911643124482219,2025-03-13 00:00:00,Bootstrap,Airtel,2025-03-14 00:00:00,2025-02-27 12:52:00,2025-03-14 12:52:00,2025-03-14 00:00:00,2025-03-15 14:52:00,2025-03-16 12:52:00,E-com,FDDGS,Kilometers,173546,24.0,2025-03-15 12:52:00,Latency,"Alt-Device, Device Modification",SW-Issue,No,VIC Hang,Repair,sales@danlawtech.com,fg,upendram@danlawtech.com,2025-03-18 12:53:55,,Approved,2025-03-18 12:54:52,Hyderabad,/media/uploads/1127-2207222006.docx,S25030017
2025-03-22 13:39:00,,A25030012,Samuya,Customer,Samuya,0939054079,I-Alert,Anil,DL548,2407047122,MB1PAECD5RAGS5259,M153,Operational Mode,564324567890876,1.234567890123457e+19,2025-03-12 00:00:00,Bootstrap,Airtel,2025-03-08 00:00:00,2025-03-23 13:39:00,2025-03-08 13:39:00,2025-03-13 00:00:00,2025-03-29 13:39:00,2025-03-14 13:39:00,LCV,342,Kilometers,67,24.0,2025-03-14 13:39:00,Partial V Packet,Aiternate Cabin,VIC Issue,No,Not powering on,Repair,sales@danlawtech.com,fg,upendram@danlawtech.com,N/A,,Pending,N/A,Chennai,/media/uploads/1127-2207222006.docx,A25030012
N/A,,-25030031,Samuya,--,Samuya,0939054079,--,--,--,2407047122,MB1PAECD5RAGS5259,M153,--,564324567890876,1.234567890123457e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,342,--,67,24.0,N/A,--,,--,No,efsd,Repair,sales@danlawtech.com,fg,upendram@danlawtech.com,N/A,,Pending,N/A,--,N/A,-25030031
N/A,,-25030032,Samuya,--,Samuya,0939054079,--,--,--,2407047122,MB1PAECD5RAGS5259,M153,--,564324567890876,1.234567890123457e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,342,--,67,24.0,N/A,--,,--,No,ds,Replace,sales@danlawtech.com,fg,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,-25030032
2025-03-20 15:16:00,None,S25030018,Samuya,AL Field,Samuya,0939054079,I-Alert,Siva,DL545,2407047122,43234ewfr33432,M153,Plant Mode,564324567890876,1.234567890123457e+19,2025-03-13 00:00:00,Commercial,BSNL,2025-03-15 00:00:00,2025-03-22 15:17:00,2025-03-07 15:18:00,2025-03-07 00:00:00,2025-03-22 15:17:00,2025-03-07 15:17:00,EV-LCV,342,Kilometers,67,24.0,2025-03-16 15:18:00,Not Powering ON,,Disk Image,No,ok,Replace,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Chennai,/media/uploads/FIR_ENTRIES_18_03_2025_13_10.csv,S25030018
2025-03-22 16:02:00,,S25030019,Samuya,Customer,Samuya,0939054079,--,Swamy,--,2407047122,MB1PAECD5RAGS5259,M153,--,564324567890876,1.234567890123457e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,342,--,67,24.0,N/A,--,,--,No,fd,Replace,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,/media/uploads/FIR_ENTRIES_18_03_2025_13_10_OistIHL.csv,S25030019
N/A,,-25030033,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,Air Horn,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030033
N/A,,-25030034,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,Air Horn,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030034
N/A,,-25030035,,--,,,Telephone,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030035
N/A,,-25030036,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,Aiternate Cabin,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030036
2025-03-22 09:40:00,DTIL25030016,S25030020,Samuya,Dealer,Samuya,0939054079,Telephone,Siva,DL545,2407047122,MB1PAECD5RAGS5259,M153,Operational Mode,564324567890876,1.234567890123457e+19,2025-03-06 00:00:00,Bootstrap,Dual,2025-03-15 00:00:00,N/A,2025-03-21 09:41:00,2025-03-15 00:00:00,2025-03-09 09:41:00,N/A,--,342,Hours,67,24.0,2025-03-21 09:43:00,NRD,Air Horn,Disk Image,No,ok,Repair,sales@danlawtech.com,,upendram@danlawtech.com,2025-03-19 09:44:07,,Approved,2025-03-19 09:44:23,Hyderabad,/media/uploads/FIR_ENTRIES_18_03_2025_05_40.csv,S25030020
2025-03-21 10:29:00,,-25030037,Samuya,--,Samuya,0939054079,--,--,--,2407047122,MB1PAECD5RAGS5259,M153,--,564324567890876,1.234567890123457e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,342,--,67,24.0,N/A,--,,--,No,ok,--,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,--,N/A,-25030037
N/A,,-25030038,Samuya,--,Samuya,0939054079,--,--,--,2407047122,MB1PAECD5RAGS5259,M153,--,564324567890876,1.234567890123457e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,342,--,67,24.0,N/A,--,,--,Yes,,--,sales@danlawtech.com,,,N/A,,Pending,N/A,--,N/A,-25030038
2025-03-23 10:31:00,,R25030002,Samuya,Customer,Samuya,0939054079,others,Rishwanth,DL548,2407047122,MB1PAECD5RAGS5259,M153,Operational Mode,564324567890876,1.234567890123457e+19,2025-03-14 00:00:00,Bootstrap,Airtel,2025-03-11 00:00:00,2025-03-14 10:31:00,2025-03-15 10:31:00,2025-03-21 00:00:00,2025-03-15 10:31:00,2025-03-01 10:31:00,EV-LCV,342,Kilometers,67,24.0,2025-03-16 10:31:00,NRD,Air Horn,Battery Reset,Yes,ok,Replace,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Chennai,N/A,R25030002
2025-03-09 10:46:00,,A25030013,Samuya,Dealer,Samuya,0939054079,I-Alert,Anil,DL545,2407047122,MB1PAECD5RAGS5259,M153,Plant Mode,564324567890876,1.234567890123457e+19,2025-03-15 00:00:00,Bootstrap,BSNL,2025-03-12 00:00:00,2025-03-07 10:46:00,2025-03-15 10:46:00,2025-03-07 00:00:00,2025-03-07 10:46:00,2025-03-15 10:46:00,T&T,342,Hours,67,24.0,2025-03-14 10:46:00,Latency,Aiternate Cabin,CAN Issue,Yes,fd,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,A25030013
N/A,,-25030039,,--,,,--,--,--,2408276143,MB1T2VHD3RPCC96,M153,--,899164312448223,899164312448228457,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,Kilometers,6728,25.0,N/A,--,,--,No,fd,Repair,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,-25030039
N/A,,-25030040,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,N/A,--,,--,Yes,fd,Repair,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,--,N/A,-25030040
N/A,,-25030041,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,N/A,--,,--,No,fd,--,anilp@danlawtech.com,,,N/A,,Pending,N/A,--,N/A,-25030041
N/A,,-25030042,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,N/A,--,,--,No,fd,--,anilp@danlawtech.com,,,N/A,,Pending,N/A,--,N/A,-25030042
N/A,,-25030043,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,T&T,,Kilometers,6728,25.0,2025-02-17 17:20:00,Not Powering ON,Aiternate Cabin,GPS status,Yes,,Repair,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,-25030043
N/A,,A25030014,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,N/A,Commercial,Airtel,N/A,N/A,N/A,N/A,N/A,N/A,T&T,,Kilometers,6728,25.0,2025-03-17 17:20:00,Not Powering ON,,others,Yes,"Device not powering ON,",Repair,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,--,N/A,A25030014
N/A,,-25030044,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",--,,,,N/A,,Pending,N/A,--,N/A,-25030044
2025-03-17 17:20:00,,A25030015,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,2024-09-04 00:00:00,Commercial,Airtel,N/A,N/A,N/A,N/A,N/A,N/A,T&T,,Kilometers,6728,25.0,N/A,Not Powering ON,Aiternate Cabin,others,Yes,,Repair,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,--,N/A,A25030015
2025-03-17 17:20:00,,A25030016,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,N/A,Commercial,Airtel,2025-03-11 00:00:00,2025-03-08 11:08:00,2025-03-14 11:08:00,N/A,2025-03-16 11:08:00,2025-03-14 11:08:00,T&T,,Kilometers,6728,25.0,N/A,Not Powering ON,Aiternate Cabin,others,Yes,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,A25030016
2025-03-17 17:20:00,,A25030017,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,2024-09-04 00:00:00,Commercial,Airtel,2025-01-05 00:00:00,2024-10-29 07:21:00,2024-12-27 19:24:00,2025-12-26 00:00:00,2024-10-23 12:59:00,2025-01-05 20:25:00,T&T,,Kilometers,6728,25.0,N/A,Not Powering ON,Aiternate Cabin,others,Yes,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,A25030017
N/A,,-25030045,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,N/A,--,,--,Yes,,--,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,--,N/A,-25030045
N/A,,-25030046,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,2025-02-17 17:20:00,--,,--,Yes,,--,anilp@danlawtech.com,,,N/A,,Pending,N/A,--,N/A,-25030046
N/A,,-25030047,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,2025-03-22 11:25:00,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030047
N/A,,-25030048,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,2025-03-07 11:22:00,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030048
N/A,,-25030049,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,2025-03-15 11:20:00,--,,--,No,,Replace,upendram@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,-25030049
N/A,,-25030050,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,N/A,Not Powering ON,,--,Yes,fd,--,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,-25030050
2025-03-17 17:20:00,,A25030018,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,2024-09-04 00:00:00,Commercial,Airtel,2025-01-05 00:00:00,2024-09-29 07:21:00,2024-12-27 19:24:00,2025-12-26 00:00:00,2024-10-23 02:59:00,2024-01-05 20:25:00,T&T,,Kilometers,6728,25.0,2025-03-17 17:20:00,Not Powering ON,,others,No,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,A25030018
N/A,,-25030051,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,ONE,--,6728,25.0,N/A,--,,--,Yes,,--,anilp@danlawtech.com,,,N/A,,Pending,N/A,--,N/A,-25030051
N/A,,-25030052,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030052
N/A,,-25030053,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,N/A,Not Powering ON,Aiternate Cabin,others,No,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,-25030053
N/A,,-25030054,AMPL VARANASI- SAUMYA,--,AMPL VARANASI- SAUMYA,9198330727,--,--,--,2408276143,MB1T2VHD3RPCC9652,M153,--,899164312448228,8.991643124482284e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,6728,25.0,N/A,Not Powering ON,Aiternate Cabin,others,No,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,-25030054
2025-03-17 17:20:00,,A25030019,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,2024-09-04 00:00:00,Commercial,Airtel,2025-01-05 00:00:00,2024-10-29 07:21:00,2024-12-27 19:24:00,2025-12-26 00:00:00,2024-10-23 12:59:00,2025-01-05 20:25:00,T&T,,Kilometers,6728,25.0,2025-03-17 17:20:00,Not Powering ON,Aiternate Cabin,others,Yes,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,A25030019
2025-03-17 17:20:00,DTIL25030017,A25030020,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,2024-09-04 00:00:00,Commercial,Airtel,2025-01-05 00:00:00,2024-10-29 07:21:00,2024-12-27 19:24:00,2025-12-26 00:00:00,2024-10-23 12:59:00,2025-01-05 20:25:00,T&T,,Kilometers,6728,25.0,2025-03-17 17:20:00,Not Powering ON,Aiternate Cabin,others,No,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,2025-03-19 11:46:58,,Approved,2025-03-19 11:47:16,Goa,N/A,A25030020
N/A,,-25030055,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,SDFDSF SDF,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030055
2025-03-17 17:20:00,DTIL25030018,A25030021,AMPL VARANASI- SAUMYA,Dealer,AMPL VARANASI- SAUMYA,9198330727,Telephone,Anil,DL548,2408276143,MB1T2VHD3RPCC9652,M153,Operational Mode,899164312448228,8.991643124482284e+19,2024-09-04 00:00:00,Commercial,Airtel,2025-01-05 00:00:00,2024-10-29 07:21:00,N/A,2025-12-26 00:00:00,2024-10-23 12:59:00,2025-01-05 20:25:00,T&T,UTTARPRADESH TO BIHAR,Kilometers,6728,25.0,2024-03-17 17:20:00,Not Powering ON,Aiternate Cabin,others,No,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,2025-03-19 12:08:17,,Approved,2025-03-19 12:08:35,Goa,N/A,A25030021
N/A,,-25030056,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,OK DSAF,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030056
2025-03-17 11:30:00,DTIL25030019,A25030022,Paras truck and busess-Ahemdabad,Dealer,Paras truck and busess-Ahemdabad,8849962312,Telephone,Anil,DL545,2209121081,MB1A5CHD0NEDJ3859,T217F68453,Operational Mode,867624067735950,8.991642053472254e+19,2022-09-16 00:00:00,Commercial,Airtel,2022-12-15 00:00:00,2022-10-20 19:33:00,2023-01-10 17:33:00,2025-05-29 00:00:00,2022-09-27 12:47:00,2025-02-22 20:25:00,Haulage,SAILEMTOAHMEDABAD,Kilometers,386882,24.0,2025-03-17 11:30:00,others,Air Horn,Sim-Reg issue,No,"Device GSM led not getting fixed, Device reset done,Taken tab support and checked on Q navigator found "" Sim is not ready""
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,2025-03-19 14:16:52,,Approved,2025-03-19 14:17:09,Goa,N/A,A25030022
2025-03-17 16:30:00,DTIL25030020,A25030023,MB motors pali,Dealer,MB motors pali,8824860289,Telephone,Anil,DL548,2307246150,MB1TSKHD3PRFM5881,G130M15323,Operational Mode,867192067965498,8.991643013472648e+19,2023-08-03 00:00:00,Commercial,Airtel,2023-09-06 00:00:00,2023-08-18 07:07:00,2023-09-14 14:32:00,2026-01-12 00:00:00,2023-08-17 22:19:00,2025-03-13 11:51:00,T&T,GUJARAT TO JODHPUR,Kilometers,223212,24.0,2025-03-17 16:30:00,Not Powering ON,Aiternate Cabin,others,No,"Device not powering ON, Check fuse and output voltage at 32 pin connector, reset device thru coupler. Issue not resolved
Taken TAB support- USB ports not coming
Device taken for analysis",Repair,anilp@danlawtech.com,,kunal@danlawtech.com,2025-03-19 14:31:25,,Approved,2025-03-19 14:31:42,Goa,N/A,A25030023
N/A,,-25030057,MB motors pali,--,MB motors pali,8824860289,--,--,--,2307246150,MB1TSKHD3PRFM5881,T217F6B453,--,564324567890876,8.991643013472648e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,--,386822,24.0,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030057
2025-03-15 17:54:00,,S25030021,MB motors pali,Customer,MB motors pali,8824860289,Mail,Siva,DL545,2307246150,MB1TSKHD3PRFM5881,T217F6B453,others,564324567890876,8.991643013472648e+19,N/A,Commercial,BSNL,N/A,N/A,N/A,N/A,N/A,N/A,E-com,UTTARPRADESH,Kilometers,386822,24.0,N/A,Not Powering ON,Aiternate Cabin,Sim-Reg issue,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,S25030021
2025-03-19 20:55:00,,S25030022,MB motors pali,Dealer,MB motors pali,8824860289,Mail,Siva,DL548,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Operational Mode,564324567890876,8.991643013472648e+19,2025-03-13 00:00:00,Commercial,Airtel,2025-03-02 00:00:00,2025-03-13 17:54:00,2025-03-10 17:54:00,2025-03-01 00:00:00,2025-03-07 17:55:00,2025-03-04 17:55:00,E-com,UTTARPRADESH FGHFH,Hours,386822,24.0,2025-03-14 17:55:00,Not Powering ON,Alt-Device,Sim-Reg issue,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,S25030022
2025-03-15 17:56:00,,S25030023,MB motors pali,Customer,MB motors pali,8824860289,Mail,Siva,others,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Plant Mode,564324567890876,8.991643013472648e+19,2025-03-14 00:00:00,Commercial,Dual,2025-03-14 00:00:00,2025-03-06 17:56:00,2025-04-06 17:56:00,2025-03-01 00:00:00,2025-03-19 18:56:00,2025-03-21 17:56:00,Haulage,UTTARPRADESH,Others,386822,24.0,2025-03-16 17:56:00,NO-DATA,Aiternate Cabin,SW-Issue,No,rere,Repair,upendram@danlawtech.com,r,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,S25030023
2025-03-15 17:56:00,,,MB motors pali,Customer,MB motors pali,8824860289,Mail,Siva,DL545,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Plant Mode,564324567890876,8.99164301347265e+19,2025-03-14 00:00:00,Commercial,Dual,2025-03-14 00:00:00,2025-03-06 17:56:00,2025-04-06 17:56:00,2025-03-01 00:00:00,2025-03-19 18:56:00,2025-03-21 17:56:00,Haulage,UTTARPRADESH,Others,386822,24.0,2025-03-16 17:56:00,NO-DATA,"Air Horn, Aiternate Cabin, Alt-Device, Device Modification, Others",Sim Expired,No,rere,Monitor,upendram@danlawtech.com,r,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,
2025-03-09 23:25:00,,,MB motors pali,Dealer,MB motors pali,8824860289,I-Alert,Swamy,DL545,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Operational Mode,564324567890876,8996430134726481,2025-03-07 00:00:00,Bootstrap,Airtel,2025-03-07 00:00:00,2025-03-22 23:25:00,2025-03-14 23:25:00,2025-03-09 00:00:00,2025-03-08 23:25:00,2025-03-15 23:25:00,Tipper,UTTARPRADESH,Hours,386822,24.0,2025-03-28 23:25:00,NRD,Alt-Device,Sim-Reg issue,No,ok,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,/media/uploads/FIR_ENTRIES_19_03_2025_10_28.csv,
N/A,DTIL25030021,S25030024,MB motors pali,Dealer,MB motors pali,8824860289,I-Alert,Swamy,DL545,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Operational Mode,564324567890876,8.991643013472648e+19,N/A,Bootstrap,Airtel,N/A,N/A,N/A,N/A,N/A,N/A,Tipper,UTTARPRADESH,Hours,386822,24.0,N/A,NRD,,Sim-Reg issue,No,,--,,,,2025-03-19 23:43:18,,Approved,2025-03-19 23:43:31,--,N/A,S25030024
2025-03-08 11:14:00,,,MB motors pali,others,MB motors pali,8824860289,Telephone,Siva,--,2307246150,MB1TSKHD3PRFM5881,T217F6B453,--,564324567890876,899164301347264,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,Kilometers,386822,24.0,2025-03-08 11:11:00,NO-DATA,"Air Horn, Aiternate Cabin, Alt-Device, Device Modification, Others",Sim-Reg issue,No,sf,Monitor,sales@danlawtech.com,df,upendram@danlawtech.com,N/A,,Pending,N/A,others,N/A,
N/A,,,,Dealer,,,--,Swamy,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
